"","gallery_normalized","shape_frequency"
"461","[[-0.21, 0.07], [-0.14, 0.07], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0], [0.21, 0.07]]",1
"462","[[-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"463","[[-0.07, 0.0], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.07], [0.07, 0.07]]",2
"464","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",3
"465","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",5
"466","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14]]",7
"467","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.21, 0.0]]",1
"468","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, -0.07], [0.21, 0.0], [0.21, 0.07]]",2
"469","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07]]",1
"470","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14]]",2
"471","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07]]",1
"472","[[-0.07, 0.21], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.14], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07]]",1
"473","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"474","[[-0.07, -0.28], [0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.07, 0.21]]",1
"475","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14], [0.21, 0.0]]",1
"476","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07], [0.21, 0.0]]",1
"477","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"478","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",5
"479","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.21, 0.0]]",2
"480","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"481","[[-0.07, -0.07], [-0.07, 0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.07, 0.0]]",1
"482","[[-0.07, -0.14], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14], [0.14, 0.21]]",2
"483","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",4
"484","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",2
"485","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",5
"486","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14], [0.21, 0.07]]",1
"487","[[-0.21, 0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"488","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.21, -0.07]]",1
"489","[[-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"490","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"491","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",2
"492","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0]]",1
"493","[[-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.07]]",1
"494","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0]]",3
"495","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",1
"496","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",5
"497","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.07]]",1
"498","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0]]",1
"499","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14]]",1
"500","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.14, -0.14], [0.21, -0.14]]",1
"501","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.07]]",1
"502","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"503","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",3
"504","[[-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",2
"505","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"506","[[-0.07, -0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"507","[[-0.21, -0.07], [-0.14, -0.07], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07]]",1
"508","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, 0.0]]",1
"509","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"510","[[-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",3
"511","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",3
"512","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.14]]",4
"513","[[-0.21, 0.21], [-0.14, 0.21], [-0.07, 0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",6
"514","[[-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.21, -0.07]]",1
"515","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.21, -0.07]]",2
"516","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07]]",3
"517","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.14, 0.0]]",3
"518","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",2
"519","[[-0.21, -0.07], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.21, -0.07]]",1
"520","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.21, -0.07]]",1
"521","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.21, -0.07], [0.21, 0.07]]",1
"522","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.07]]",1
"523","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"524","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"525","[[-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"526","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",2
"527","[[-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"528","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",2
"529","[[-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14]]",1
"530","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.14]]",1
"531","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14]]",3
"532","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",2
"533","[[-0.14, -0.21], [-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"534","[[-0.14, -0.14], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"535","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"536","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07]]",1
"537","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.07], [0.14, -0.14], [0.14, 0.07]]",1
"538","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"539","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",2
"540","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",3
"541","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",5
"542","[[-0.21, 0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.21, 0.07]]",1
"543","[[-0.21, 0.0], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"544","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"545","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.21, 0.07]]",1
"546","[[-0.21, -0.07], [-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"547","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",2
"548","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"549","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"550","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"551","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",1
"552","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"553","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"554","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",2
"555","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"556","[[-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07]]",5
"557","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"558","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"559","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14], [0.14, 0.0]]",1
"560","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",6
"561","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.14], [0.14, -0.14]]",1
"562","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07]]",1
"563","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0]]",4
"564","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.21], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"565","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.21, 0.0]]",1
"566","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",2
"567","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14], [0.14, 0.21], [0.14, 0.28]]",1
"568","[[-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"569","[[-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"570","[[-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07]]",1
"571","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.14], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14]]",1
"572","[[-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"573","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.14]]",1
"574","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",3
"575","[[-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",2
"576","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, 0.0]]",1
"577","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.21], [0.07, -0.14]]",1
"578","[[-0.14, -0.21], [-0.07, -0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.14, -0.21]]",3
"579","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"580","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, -0.07], [0.21, 0.0]]",1
"581","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",3
"582","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07], [0.14, 0.07]]",2
"583","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.07]]",1
"584","[[0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.07], [0.14, -0.14], [0.14, 0.07], [0.21, -0.14], [0.21, 0.07]]",2
"585","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.07], [0.14, -0.14], [0.14, 0.07]]",3
